,Text_ID,Product_Description,Product_Type,Sentiment
3144,2621,"Which line at #SXSW will be longer? 3/11 at the temp Apple store for the iPad2? Or 3/14 at the Microsoft booth for IE9? [Yeah, right!] :D",2,3
3565,6656,"RT @mention Shoe on other foot. Newspapers always chasing young readers. At #SXSW, young developers pack panel on iPad design for boomers. #yourmom",9,2
3459,8579,At &quot;Touching Stories: Designing Magazines for the iPad #touchingstories #tbwasxsw #sxsw,9,2
4319,6261,RT @mention Livetapp will be raffling off an iPad 2 at #SXSW - check-in (and tweet it) at any sxsw show and you'll be entered to win! #music #rewards,9,2
2216,8500,#sxsw sitting with @mention @mention and eric from google getting ready for {link},9,2
6278,2129,@mention at #sxsw: Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} and {link},3,3
4843,260,Our #sxsw app is now on #android :D huge props to @mention @mention @mention &amp; @mention Get it now: {link},9,2
4375,1355,@mention - #Apple is the classiest fascist company in America. Really elegant. #sxsw #rji,2,1
1648,8681,"Google &quot;product gatekeeper&quot; Marissa Mayer on the location-based &quot;fast, fun and future&quot; {link} (HT @mention #SXSW",9,2
5618,6675,RT @mention Sound of My Voice was shot exploiting Apple &amp; Best Buy's 14-day return policy on iMacs. Brilliant. #sxsw,9,2
4105,5041,"RT @mention :) RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",9,2
5764,1456,Very cool! RT @mention RT @mention Not a rumor: Apple to open temporary store in dt ATX for #SXSW &amp; iPad 2 launch {link},2,3
5205,8712,Just because google patented something i.e. (Age of domain in rankings algorithm) doesn't mean they use it #qagb #SXSW,9,1
3183,3134,Imagine if every company had the 20% concept like Google. #bavcID #SXSW,9,3
2280,6938,RT @mention Will Google launch a new social network called 'Circles' at South by Southwest today?  {link}  #SXSW #Circles #Google,9,2
5454,1239,Apple set to open popup shop in core of #SXSW action for #iPad2 unveiling {link},9,2
4939,4787,(Y)RT @mention New  #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},9,2
6336,4082,"This double buzzing issue with iPhone iOS 4.3 is getting annoying. In other news, an iPhone may fly across the room at #GR2L2 #SXSW",8,1
1509,6807,"RT @mention To the dude propping his ipad on the urinal, your time isn't THAT valuable #sxsw #ewww",9,2
6241,6033,RT @mention Hope they leave it up after #SXSW RT @mention Apple Opening Pop-Up Store In Austin For SXSW {link} by @mention,9,2
2321,6068,RT @mention I wish the apple store employees cheering for all the people in line at the pop up apple store would cheer me on while I do timesheets #SXSW,9,2
5524,6309,RT @mention Media Circus: Guy walks out of Apple's popup store at #SXSW with 1st #iPad2 now. {link},9,3
235,2295,Play Gun Bros on an xperia play at Google League event and parking lot of #teamandroid event on #xperiaplay Sunday #sxsw @mention,9,2
1324,7169,Google Close to Launching New Social Network - Circles {link} #google #sxsw,9,2
5383,3588,A new social network? &gt; RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google,9,2
146,489,#4sq sees Facebook and Google as competition via @mention #checkins #sxsw,9,2
751,5326,RT @mention #SXSW: iPad Design Headaches (Take Two Tablet and Call Me in the Morning) {link},6,1
1937,2180,You #GDGTAustin attendees are havin FUN! Happy #SXSW! Stop by on your way out. Last chance to win an iPad 2!,9,2
6308,7167,Live photos at Apple Store #SXSW 10x2 @mention @mention @mention @mention @sehugg @kshepherd @juntao @WuChangTX #iPad {link},9,2
4540,6345,RT @mention New #UberSocial 4 #iPhone now in the App Store includes UberGuide 2 #SXSW sponsored by #Mashable (cont) {link},7,3
1183,324,Overheard at #sxsw interactive: &quot;Arg! I hate the iphone! I want my blackberry back&quot; #shocked,8,1
2748,2987,Oh no utter @mention #sxsw fail. Can't see the letter of the ballroom in the iPhone app as it is too long and doesn't wrap /cc @mention,7,1
5515,6801,RT @mention Tim Soo's invisible instruments are jaw dropping. iPhone+Wii controller. {link} #openexhibits #sxsw,8,3
1714,865,"trying to make a detailed, colour coded, google calendar for #SXSW is proving to be really tough. also, when did i get this organized?!",3,3
3841,7637,"Papa Sangre, an immersive audio game for IPhone, is free today. Highly recommended. #PapaSangre #SxSW",7,3
6147,3780,"FYI @mention is working on an iPhone app, looking to release it this summer, hopefully. #SXSW #flipboard",9,3
3638,7452,Special Apple store at #sxsw just for ipad. Line is a block long. {link}  {link},9,2
833,9022,"By the way, I love that y'all are so down to discuss apple-breeds in the midst of all of this pre-#sxsw madness!",2,3
5644,4988,are you going to check out the #Apple pop-up shop during #sxsw #sxswi? let us know! {link} #ipad2,9,2
6258,6980,"RT @mention yes, i hate the fanboys. still valid tho- to those that waited for the iPad2 instead of enjoying #sxsw: {link}",6,1
2524,308,And a few are Android too RT @mention 10 New Mobile Apps IÛªll Be Using atåÊ#SXSW  {link},1,3
5591,4086,LOL. #Apple erects temporary Apple Store in #Austin for #SXSW to sell #iPad 2. {link},9,0
2698,1941,Server Challenge is a huge hit at #sxsw! Come by booth 400 to try your hand. Win an iPhone 4 bottle opener case by beating 2 mins.,9,2
5028,7355,Google's party at #SXSW is a huge antigov lobbying initiative invoking privacy #puregenius  {link},5,3
6021,7005,#SXSW iPhone developers meet up is crazy packed!!!!!!,9,3
2412,8066,NERDS!!! Spazzmatics at the &quot;Party Like It's 1986&quot; party hosted by Google. {link} #sxsw,9,3
183,5853,RT @mention Google previews updated Blogger interface at #SXSW {link},5,3
4602,5870,"RT @mention Google to Launch Major New Social Network Called Circles, {link} #sxsw - Brazil's orkut users have been waiting.",9,2
1253,8989,It's crazy how much culture is documented in google doodles. #sxsw,5,3
287,4146,Every outlet in this bar has an iPhone charger in it. #sxsw (@mention The Driskill Hotel Bar w/ 16 others) [pic]: {link},9,2
3345,9077,@mention your PR guy just convinced me to switch back to iPhone. Great #sxsw coverage. #princess,8,3
5498,3758,"hey @mention , i've got another gem for you --&gt; free @mention sxsw {link} #SXSW",9,2
1240,7827,#Google is / isnÛªt launching a social network at #SXSW  {link},9,2
154,6954,RT @mention Win this awesome iPad from QuiBids and custom @mention case if we catch you at #SXSW wearing an openbeta VIP badge!,6,3
2821,656,wondering if ppl in #sxsw on friday will queue at the convention centre or the apple store! xD i'm still figuring out wot i'll do!,2,3
2550,266,Say what? Apple #sxsw popup store in Austin! {link} ~@mention @mention,9,2
5860,1763,Head to 605 for a chance to win RT @mention Almost time to enter to win an iPad 2 at the #EMC booth in the #SXSW exhibit hall! @mention,9,2
4615,8098,"#SXSW: Mistakes Made Building Netflix for iPhone (Plus, How to See Its Source Code!) {link} via @mention",7,1
70,8075,now discussing PubSubHubbub: {link} #fsw #sxsw,9,2
160,2730,Third time the charm?&gt;&gt;&gt; #Google to launch new social network at #SXSW? - CNET News {link},3,3
2372,960,.@mention on #sxsw with a Cr48. there's so much potential here! {link},9,2
5512,8420,"Checkout the #TronLoungeSXSW to see Disney 2nd screen, FREE iPad app &amp; TronLegacy R3CONF1GUR3D Soundtrax #SXSW",9,2
4914,3242,Will the gadget-addicted Apple Fanboy manage to come home from #SXSW without an IPad 2? The suspense is intense! It's intense suspense!,6,3
5226,4704,Wow. I'm not spending a minute more at #SXSW in line than I have to. RT @mention Apple Popup Store at #SXSW {link},9,2
6213,4158,Partying like it's 1986 (last time privacy law updated) with Google and the ACLU #sxsw (@mention Maggie Mae's) [pic]: {link},9,3
3587,6164,RT @mention Ironic? I googled the directions to @mention party and ended up walked 6 blocks in the wrong direction. Time for bed I think. #SXSW,5,1
2753,2499,iPad 2 Update: ONLINE sales start at 12:01am PST | 3am EST on 3/11/11 | 2-day Free Shipping |FYI: #SXSW - Popup store downtown Austin #apple,9,2
2847,361,Yeah I'll be there for sure! --&gt;RT @mention @mention @mention check this: {link} #SXSW #google,9,2
1830,8634,#SXSW party podcasts {link} @mention @mention @mention @mention @iAmPaintedFace @H0U5T0N,9,2
3039,537,Trying to get into the #Google 80's Retro Party at Maggie Mae's. Line is huge. Hope it is worth the wait #sxsw #sxsw2011,9,2
2856,9051,@mention You can get an iPad 1 for under $350 now. And they'll be $99 before you know it. Look at iPhone. #newsapps #sxsw,6,2
5904,6174,RT @mention It's not a rumor: Apple is opening up a temp store in Austin for #SXSW {link} // via @mention cc: @mention,9,2
5220,8798,Got the #VMware Talent Community iPad app rockin and signing up talented professionals tonight! Find me! #sxsw {link},7,3
2104,8972,Biomimicry as the basis of design and problem solving. Google studying flocking and swarming behavior to understand collab. Brilliant. #sxsw,3,3
50,6217,RT @mention Just saw a preview of the new @mention iPad app. Awesome. #sxsw,7,3
3812,3480,"12:30pm, Hilton 615AB, at #sxsw: RT @mention Who is going to the Android Developers Meetup? I'm looking forward to meeting @mention",9,2
4305,5779,RT @mention giving added value to location based services needs to battle check-in fatigue #google #pnid #sxsw,9,2
870,8980,At a party being thrown by Google and the aclu...don't tell my dad. #sxsw (@mention Maggie Mae's w/ 78 others) {link},9,2
3208,7972,"#socialmuse only on #Android available, genius lookalike, no music listening #appcircus #sxsw",1,3
735,6022,"RT @mention Hm? Do we need another 1? RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",5,1
6148,7785,@mention RT: New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},9,2
3910,725,Rumor has it that apple putting up pop-up store at congress/6th.  Strange activity on SW corner now.  Could that be it?  Shhh... #sxsw,9,2
4345,4051,Why is all the prizes at #SXSW apple products? Sigh,2,1
3856,3175,Platform for Concertgoers Launches Android App in Time for SXSW - Mashable! {link} #sxsw,1,3
926,1212,"Not going to #SXSW ? Doesnt matter, its not the only place giving away #Apple products :) {link}",9,2
4829,8946,"Preso l'express pass per The City Dark e Road to Nowhere, visto il primo iPad 2 &quot;in the wild&quot; e ora panel con il cast di Source Code #SXSW",9,2
4645,2771,"Yes, there's a line in front of the all-but-confirmed pop-up Apple Store at #SXSW. {link}",9,2
3873,1319,"if #Apple weren't so cocky, perhaps a separate ipad2 store at #SXSW would have been a good idea. guess they don't need the extra marketing;)",2,1
4042,7269,Anyone know location of apple pop up store at #sxsw?,9,2
6049,1705,@mention #sxsw #ipad fans get really excited for the unique design of  the klick #sleeves. Do you have any models with straps?,6,3
2070,2214,Merissa Mayer of Google - study of mail-order purchases led to 98% accuracy in predicting divorces two years in advance. #SXSW,9,2
2319,8389,#tech Posterous Joins The #SXSW Pile On With #Posterous_Events For iPhone {link},9,2
2764,6038,RT @mention How could Murphy USA better serve you inside Google Maps on your phone? -Google is announcing great features in v5 #SXSW,3,3
2424,3557,Mistakes I made building Netflix for the iPhone. #sxsw @mention The Hilton {link},9,2
3536,5711,"RT @mention False Alarm: Google Circles Not Coming Now, And Probably Not Ever {link} - so much for reports that it would unveil at #sxsw",5,1
6124,76,I love my @mention iPhone case from #Sxsw but I can't get my phone out of it #fail,8,3
659,7650,"Another great panel at 5 pm at the Hilton - Austin's own @mention Nik Daftary:  Left Brain Search = Google, Right Brain Search = X #sxsw",9,2
1572,6868,RT @mention Want to win a free #iPad 2? Are you at or attending #SXSW? Details are here: {link},9,3
3921,3713,Volunteering for #sxsw has been a lot more boring than expected. My thumbs are already getting tired from such extreme #iPhone usage,9,3
1807,3625,I wonder if the front camera to back camera use ratio will be very different btwn the iPad and iPhone #SXSW,9,2
3741,7581,Google Circles social network? {link} #SXSW,9,2
2555,3821,Left the ipad back at the hotel...only one here on a blackberry #bigmistake #SXSW,9,2
4487,734,At #sxsw? Join us for a drink (or 2) tonight at 7pm. Fado Irish Pub on 4th.  {link} We'd love to meet!,9,2
1732,9066,How much you want to bet Apple is disproportionately stocking the #SXSW pop-up store with iPad 2? The influencer/hipsters thank you,2,0
5211,6672,RT @mention So where's the apple store in Austin for #SXSW?,9,2
2158,8215,Leo laport At apple popup store for #sxsw.  He is taping for # {link} ipadtoday,9,2
5771,4236,4 Most Valuable Apple iPad Apps; Top Critical Tasks Managed | uber.la &lt; all ipad all day #sxsw {link},9,2
703,721,ÛÏ@mention is walking around #SXSW while staring down at my iPhone 4... Just like everyone else.Û // ummmm...ditto that,8,2
2143,8546,Thrilled to have former Chief Talent Officer of Apple and Gap on @mention Advisory Board {link} #sxsw #sxswi #innotribe,2,3
5167,2626,Slides are available on the @mention site for @mention #touchingstories preso {link} #sxsw,9,2
326,2908,Night is ending in fireside Pictionary at the W. On an iPad. #sxsw #werdorks,9,2
3675,8722,"my wife just tried to call my ATT iphone, only 2 have ATT say my number was not working. is #sxsw taking down all ATT networks nationwide?",8,2
2975,3849,@mention is #android app known battery killer? #sxsw,9,2
3922,2459,"Sam licked it, so it's his! RT: @mention How I got an iPad 2 during #SXSW! {link} cc @mention",6,3
2740,3311,iPad design malady: iPad Elbow - I hate the iPad's back button with the heat of a million suns. #tapworthy #sxsw,6,1
1672,2104,Android party #sxsw (@mention Lustre Pearl Bar w/ 19 others) {link},9,2
3431,5472,RT @mention Apple Store has had a line down the block all week long at #sxsw amazing,2,3
4324,7350,"Saw a company today ready to launch, sounds a lot like Google Circles, but with actual personal privacy www.mycube.com #sxsw",5,2
6034,1789,The iPad 2 Takes Over #SXSW [VIDEO] {link} via @mention @mention,6,3
