experience,job_description,job_desig,job_type,key_skills,location,salary
2-7 yrs,"Hands on experience of working on MySQL/other databases and utilizing data base tools (e.g., SQL, ETL ...",Qlikview Developer,,"MySQL, Javascript, PHP, Ruby, SQL Queries, NoSQL, Python, Perl...",Mumbai,10to15
0-4 yrs,"- Post-Graduate degree in statistics, finance, mathematics, engineering (Computer Science preferred) or ...",Analyst - I-alpha - Capital Markets Domain - IIT,,"Capital Markets, mathematical models, valuation, R, MATLAB, SPSS, CART...","Delhi NCR, Gurgaon",10to15
12-18 yrs,"Strong sales experience in software products, software solution, Enterprise Solution preferably with ...",Sales Manager (public Sector / Commercial Industries),Analytics,"public sector, sales, commercial Industry, GIS, Customer Analytics, ERP...",Delhi NCR,15to25
6-10 yrs,Proficient in reliability analysis softwares such as;Experience in reliability engineering for Medical ...,HCL Technologies Hiring for Reliability Engineer - Bangalore,,"Six Sigma Certified, Product Development, Medical Devices, Hardware Design,...",Bengaluru,15to25
1-3 yrs,,"Walkin for Content Writing/news/journalism @ Globaldata, Hyderabad",,"journalism, articles, mass communication, content writing, business writing...",Hyderabad,0to3
2-6 yrs,,Application Developer,Analytics,"Linux, SOA, Python, Coding, Analytics, SSL, Monitoring, Business process...",Hyderabad,3to6
2-5 yrs,Experience of advising clients across asset classes;Relationship Managers with prior experience working ...,Urgent Requirement_sr Rm_hni Sales_hni Sales,,"Sales, Business Development, Relationship Management, Marketing, New Client...",Mumbai,6to10
10-15 yrs,Accenture Technology powers our clients  businesses with innovative technologies established and ...,Technical Architect,,"Automation, System software, Operations, Root cause analysis...",Bengaluru,10to15
9-14 yrs,"10+ years experience in SAS, strong knowledge of data management in SAS including data/text mining ...",Manager-sas Programming,,"SAS, Text Mining, Computer Skills, MS Office, Data Management...",Gurgaon,15to25
7-10 yrs,Experience on creation and customization of complex workflows and custom workflow activities;Experience ...,Service Now Admin- Sr Principal Infrastructure Engineer,Analytics,"Workflow, Coding, LDAP, Analytics, Test cases, Security operations...",Bengaluru,10to15
10-15 yrs,"- 3+ years of experience using R, SAS, Matlab or equivalent statistical/data analysis tools;- Minimum 1 ...",Principal Consultant - Advance Analytics - R/ SAS/ Python,Analytics,"Machine Learning, Data Analysis, SAS, R, Data Science, Statistical Modeling...","Mumbai, Bengaluru, Pune",25to50
3-5 yrs,"Hands on experience in project life cycle methodologies like waterfall,  hybrid,  agile Scrum etc;Good ...",Software Engineer,,"Shell scripting, Coding, Customer service, Telecommunication...",Hyderabad,6to10
5-9 yrs,"- Experience of PD, LGD and CCF models would be an asset, preferably from within a risk management ...",AVP - Retail Risk Modelling,,"Risk Management, Rwa, Credit Risk, VAR, Basel II, Ccar, Lgd, Derivatives...",Mumbai,6to10
1-6 yrs,,Quality Analyst - Day Shift - 5 Days Working (vashi)-call Monitoring,,"call quality, call quality control, call qa, call quality assurance...","Mumbai, Navi Mumbai",0to3
4-8 yrs,,ACN - Digital - Analytics - Risk - 09,Analytics,"Financial services, Underwriting, Auditing, Actuarial, SQL, Risk analytics,...",Bengaluru,10to15
10-14 yrs,"Good knowledge of all commercial documents like - contracts, letter of credit, Export/import ...",Assistant General Manager/deputy General Manager - Accounts & Finance,,"management accounting, income tax, continuous improvement, product pricing,...",Mumbai,15to25
2-6 yrs,,Lead Analyst-perl,,"Perl, Regression testing, Operations, Interpersonal skills, Programming...",Bengaluru,6to10
5-8 yrs,4-5 years of work experience in sales operations and/or business operations preferably in a software/tech ...,Hiring for Manager - Sales Operations,,"sales management, sales operations, salesforce crm, sales training...",Noida,6to10
4-5 yrs,Chartered Accountant with 4-5 years of experience post ...,Manager - Finance & Accounting,,"Financial Accounting, Finance, Taxation, Financial Control, Budgeting...","Delhi NCR, Gurgaon, Noida",10to15
2-5 yrs,- MBA (Finance) or CA with 0-3 years of experience in Budgeting and Forecast Process;- Proficient in ...,Financial Planner & Analyst - Internet / Online,,"Financial Planner, Financial Analyst, Financial Operations, CA, Costing...",Delhi NCR,6to10
2-5 yrs,"Perform practical, action oriented, & comprehensive data analysis like Including analysing financial, ...",Sr. Manager - Business Analyst,,"Data Analysis, Business Analysis, Analyst, MIS Dashboard, Advanced Excel",Kolkata,15to25
8-12 yrs,6 Should play a major role in post acquisition integration & hand holding;Should be able to scout ...,Director - M&A & Investor Relations - Iim/xlri/jbims/sibm/fms/mdi,,"M&A, Investor Relations, Financial analysis, Financial Modeling",Bengaluru,10to15
2-5 yrs,Accenture Technology powers our clients businesses with innovative technologies established and emerging ...,Business Technology,,"Automation, Application development, Agile, Outsourcing...",Bengaluru,3to6
2-7 yrs,,Urgent Requirement-- Relationship Manager--  Kolkata & Siliguri,,"Relationship Management, Wealth Management, HNI, Finance, GI...","Kolkata, Siliguri",0to3
5-7 yrs,Experience managing processes and delivery within a global context or with global components in ...,Reporting and Analytics Analyst,Analytics,"data modeling, core hr, process improvement, reporting services...",Bengaluru,3to6
0-3 yrs,Skills required for the above positions;Good communication;Good aptitude ...,Opportunity for Financial Analyst,,"Financial analyst, Reconcillation, Contracts",Pune,3to6
6-10 yrs,- The candidate should have analytics experience at least 5+ years in BFSI domain with sufficient ...,Manager - Fraud Analytics - BFSI Domain,Analytics,"Machine Learning, SAS, Data Analysis, Artificial Intelligence...",Delhi NCR,15to25
2-5 yrs,,Sourcing Analyst - Procurement IT,,"procurement, purchase, strategic sourcing, supply chain, customer service...",Pune,3to6
12-18 yrs,,"Director, Medical Coding Training",,"Medical Coding, ICD - 10, US Healthcare, RCM, Training Needs...",Hyderabad,15to25
3-8 yrs,Manage daily deliverables for FP&A and Financial Analysts related functions Ensure monthly ...,Urgent Opening for FP&A Role.,,"FP&A, FPNA, Financial planning and analysis, financial planning & analysis,...",Mumbai,0to3
10-13 yrs,- Experience in identifying deal across various sectors;An ideal candidate would be currently with an ...,Principal Investment,,"corporate finance, financial modelling, valuation, portfolio management...",Hyderabad,15to25
9-14 yrs,Must have - Worked in a high frequency trading setup making strategies live that have produced results ...,Director - Strategy & Algorithms - High Frequency Trading,,"C++, .Net, Algorithms, MATLAB, Languages, C#, High Frequency Trading...","United States (U.S), New Jersey",25to50
3-6 yrs,"Hands on experience on statistical tools like SAS,  R;Good knowledge of R is ...",Statistical Analyst,Analytics,"Analytics, Predictive modeling, Statistical Analyst, Time series analysis...",Bengaluru,3to6
1-6 yrs,,Wfm(real TIME Analyst)-gurgaon,,"Real Time Analysis, WFM, RTA, Workforce Management","Gurgaon, Delhi, Delhi NCR",0to3
9-14 yrs,Conceptual thinker with good analytic and creative problem-solving skills;Educational Qualification: ...,Business Analyst- Land Transaction,analytic,"Legal Documentation, Finance, Financial Analysis, Purchase...",Mumbai,15to25
7-10 yrs,- The candidate would be required to work across verticals & across geographies;Candidates must have ...,Strategy Consultant/project Leader - Iim/isb/mdi/fms,,"Business Development, Strategic Planning, Strategy Consulting, B2B...",Mumbai,15to25
8-10 yrs,Knowledge of Cloud Implementations and working experience on these environment using automated tools ...,Senior Developer GFTS EMEA,,"WCF, MS SQL, SSIS, Application development, SDLC, IIS, Coding...",Chennai,10to15
4-7 yrs,Strong 5+ years of experience with managing native mobile apps & web application development ...,Hiring for Sr. Business Analyst - 6 Months Contract,,"Interface Developers, Application Development, Business Analysis...",Bengaluru,6to10
2-5 yrs,1) Ensure and develop test plan and cases of new and existing systems meets or exceeds minimum standards ...,Software Tester,,"Test Cases, Test Execution, Software Testing, Regression Testing...",Delhi,3to6
4-8 yrs,Job Requirements : Responsibilities: 1 Full stack developers frontend backend engineering in MSFT ...,Microsoft FED Angular,,"MVC, Business process, Backend, Outsourcing, GIT, Analytical, PAAS...",Bengaluru,10to15
6-11 yrs,"6+ years of experience using performance test tools for performance,  Stability,  Scalability,  and ...",QA Analyst,,"QA Analyst, Hibernate, Scrum, Encryption, Server monitoring...",Pune,10to15
3-6 yrs,"You must enjoy spending time in the market to understand their problems, and find innovative solutions ...",Lead - Data Products - Brand Team,,"Sales, Go - to - market Strategy, Product Management, Product Portfolio...",Mumbai,6to10
3-8 yrs,,Area Sales Manager & Sales Representative - State C.G all Major Cities,,"sales, dealer network, market survey, market analysis, market research...","Raipur, Bilaspur, Bhilai/Bhillai",3to6
3-5 yrs,- Experience with visualization libraries using javascript;- Team experience in a small cross-functional ...,Full Stack Developer - Node.js / React.js / AngularJS,,"Javascript, Node.Js, React.Js, Angularjs, AWS, Agile Development...",Bengaluru,10to15
7-11 yrs,Experience with different application & infrastructure right sourcing models;7 + managerial ...,IT Head,,"Leadership, Problem Solving, Strong Analytical Skills, Conflict Management,...",Bengaluru,15to25
5-8 yrs,They are looking for the candidates having strong experience in Statistical Techniques as the role is ...,Manager,,"SAS, Credit Cards, debit cards, Statistical Modeling, Statistical Analysis",Bengaluru,10to15
4-6 yrs,Experience : 4 - 6 Years;Qualification : Any Graduate / MBA (Marketing) / ...,Marketing Analytics for Mumbai - Andheri East,Analytics,"Marketing Analytics, Marketing Analysis, Sales Analytics, SQL Queries...",Mumbai,6to10
12-18 yrs,- Experience designing and implementing transportation optimization models with focus on volume and ...,Senior Manager Research Scientist - Machine Learning,,"manager research scientist, machine learning, data - modeling...",Bengaluru,25to50
2-7 yrs,"Tech in Computer Science or equivalent experience from a top college;Experience with AB testing, ...",Android Developer,,"Android Studio, Android SDK, Core Java, Google Maps, Rest, Retrofit, JSON...",Bengaluru,15to25
10-15 yrs,,Marketing Communications Manager,,"Marketing Communication, Brand Management, ATL, BTL, Social Media Marketing...",Dehradun,15to25
3-8 yrs,Worked on Salesforce Wave Analytics reporting tool with Dashboard Designing experience;Hands on coding ...,Salesforce Wave Analytics Expert,Analytics,"Einstein, Wave, wave analytics, Salesforce, JSON, SAQL",Noida,10to15
8-12 yrs,"- Hands on experience in developing Predictive models, advanced analytics models, market mix models ...",Principal Data Scientist - Automotive,Analytics,"Machine Learning, Neural Networks, R, Python, Sales, Advanced Analytics...",Bengaluru,15to25
7-12 yrs,3)	 Trade finance and RPA intelligence in consulting environment will perfectly fit our requirement ...,Director/associate Director/manager (advisory - Management Consulting),,"Corporate Banking, Relationship Management, Business Development...",Mumbai,15to25
0-3 yrs,"Liaising with media, printers and publishers as required and managing the production of marketing ...",Marketing Executive,,"Marketing Campaigns, Advertising, Promotions, Digital Marketing...",Bengaluru,0to3
15-25 yrs,Develops and achieves performance goals and objectives in order to deliver an exceptional customer ...,Sr. Manager Operations (bpo/kpo ),,"bpo, kpo, customer service, operations management, customer experience...",Vadodara,25to50
10-15 yrs,5-7 years of experience in Project management and overall experience should be minimum of 10 years;Co ...,Project Manager-riyadh,Analytics,"Retail Banking, Stakeholder Management, Project Planning, Unix...",Bengaluru,15to25
0-5 yrs,  Greetings from S10 Healthcare Solutions Ltd.... ...,Fresher/ Exp- Medical Scribe- US Semi Voice- US Shift- KPO- CHN,,"kpo, us shift, semi voice, us healthcare, night shift, fresher, biology...",Chennai,0to3
7-12 yrs,Good in designing and implementing complex enterprise applications in B2C e-commerce on Demandware ...,Demandware - System Analyst,,"System Analyst, Service, Enterprise applications, Javascript, demandware, E...",Pune,6to10
3-8 yrs,- Should able to fix failing jobs due to logic/code issues and able to do jobs modifications based on ...,Assistant Manager - SAS Programming,,"Base SAS, SAS Programming, Development Testing, Requirement Analysis...","Delhi NCR, Gurgaon",15to25
7-10 yrs,At least 10 years of IT experience with building solutions in ITSM space;Delivery: to fill technical or ...,Sr Principal Infrastr Eng - Service Now Specialist/architect,,"Automation, Architect, HTML, Ajax, Project management, Workflow, LDAP...",Chennai,10to15
5-8 yrs,Required to provide off hours coverage to support production of assigned systems solving system and ...,"Quality Assurance Analyst, Staff",,"SQL, Db2, JCL, Cics, Flex, Manager Quality Assurance, LAN...",Chennai,10to15
