ID,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30.59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60.89DaysPastDueNotWorse,NumberOfDependents,target
12228,0,66,0,0.170689901,7000,5,0,2,0,2,0
12229,0.002054244,49,0,5,nan,9,0,0,0,0,0
12230,0.791284794,50,0,0.286269826,36000,16,0,2,0,1,0
12231,0.179190877,69,0,0.75209916,2500,10,0,1,0,2,0
12232,0.065557378,57,0,0.178519169,10250,8,0,1,0,0,0
12233,0.065696709,63,0,0.404865045,3000,11,0,2,0,0,0
12234,0.052649117,22,0,0.004872107,820,3,0,0,0,0,0
12235,0.037820846,49,0,0.451545705,12000,5,0,3,0,3,0
12236,0.577699516,29,0,1056,nan,6,0,0,0,nan,0
12237,0.062061844,59,0,0.249158249,4157,7,0,1,0,0,0
12238,0.062850914,53,0,0.663729809,4085,11,0,2,0,0,0
12239,0.491700929,42,0,0.341501197,7100,8,0,1,0,2,0
12240,0.010050947,73,0,0.010830325,3600,11,0,0,0,0,0
12241,0.24750499,24,1,0.135966008,4000,4,0,0,1,0,0
12242,0.214238629,23,0,139.5,1,5,0,0,0,0,0
12243,0,44,0,1.508196721,2500,4,0,1,0,0,0
12244,0.28711977,61,0,0.188471423,8170,4,0,1,0,0,0
12245,0.301222786,52,0,0.557728202,11250,13,0,3,0,1,0
12246,0.085007905,61,0,0.437390652,4000,10,0,1,0,1,0
12247,0.385438625,36,0,0.442257218,6095,8,0,1,0,1,0
12248,0.01713244,67,0,0.004665889,6000,8,0,0,0,1,0
12249,0.034283265,63,0,107,nan,4,0,0,0,0,0
12250,0.097357248,55,0,0.182090895,20000,9,0,1,0,2,0
12251,0.539846015,50,2,0.543845032,4800,11,0,3,0,0,0
12252,0.034435548,63,0,0.25243961,6250,11,0,1,0,1,0
12253,0.063869623,63,0,1249,nan,5,0,1,0,0,0
12254,0.015052368,63,0,0.003845562,6500,6,0,0,0,0,0
12255,0.257138669,56,0,0.371855218,12321,17,0,2,0,0,0
12256,0.227844266,39,0,1.303696304,1000,5,0,1,0,0,0
12257,0.059342781,40,0,0.016309562,3126,4,0,0,0,0,0
12258,0.458813149,41,0,0.599970001,6666,8,0,1,0,3,0
12259,0.178037206,71,0,0.054851919,10500,12,0,0,0,0,0
12260,0.241924415,54,0,0.516206897,2899,15,0,1,0,0,0
12261,0.805415122,38,1,2057,nan,10,0,0,1,0,0
12262,0.034032209,75,0,0.216809146,19417,15,0,1,0,2,0
12263,0.037132218,53,0,0.216562757,8500,16,0,2,0,2,0
12264,0.546873935,55,0,0.452236184,7400,11,0,2,0,2,0
12265,0.9999999,64,0,0.729660144,3883,2,0,2,0,0,0
12266,0.056897155,58,1,0.216692023,4600,12,0,1,0,0,0
12267,0.866541081,53,0,0.844847549,2590,12,1,1,0,0,0
12268,0.815450444,26,1,913,nan,2,3,0,0,nan,1
12269,0.246737663,80,0,0.145752221,10016,8,0,1,0,0,0
12270,0.9999999,23,0,0.084043849,820,1,1,0,2,0,0
12271,0.036695083,68,1,0.089419606,3600,10,0,0,0,0,0
12272,0.025857734,59,0,0.605872388,7083,19,0,1,0,0,1
12273,0.609461274,28,1,0.207826547,1890,5,0,0,0,0,0
12274,0.009174942,90,0,47,nan,8,0,0,0,0,0
12275,0.204708135,47,0,0.325377772,7080,8,0,1,0,4,0
12276,1.003499417,58,0,0.413741757,4700,8,0,2,0,1,0
12277,0.020135727,74,0,0.684293857,3157,15,0,2,0,0,0
12278,0.006168032,66,0,1698,nan,10,0,3,0,0,0
12279,0.030459391,57,0,0.319573774,10416,9,0,2,0,0,0
12280,0.05606598,46,0,0.158486793,12000,6,0,2,0,1,0
12281,0.106517481,57,0,0.301094384,18000,21,0,2,0,1,0
12282,0.099390061,85,0,0.004999138,5800,2,0,0,0,0,0
12283,0.016688414,56,0,1443,nan,15,0,0,0,1,0
12284,0.055929605,66,0,16,1,9,0,0,0,0,0
12285,0.061660417,46,0,0.22484832,11042,12,0,3,0,0,0
12286,0.012595053,82,0,0.057783391,9500,8,0,1,0,0,0
12287,0.019108743,59,0,2665,nan,8,0,1,0,0,0
12288,0.025030468,84,0,0.005519558,4166,5,0,0,0,0,0
12289,0.209376488,47,0,0.579904934,6100,9,0,1,0,2,0
12290,0.233091966,25,0,0.153167602,2493,8,0,0,0,0,0
12291,0.022681554,52,0,0.001780461,12917,2,0,0,0,1,0
12292,0.106432619,40,0,0.510599793,3867,7,0,1,0,3,0
12293,0.299774216,55,1,0.213321596,3407,8,0,0,0,0,0
12294,0.507800293,64,0,0.514124608,36000,22,0,6,0,0,0
12295,0.018816654,67,0,0.354548484,3000,13,0,1,0,2,0
12296,0.9999999,49,0,200,nan,0,0,0,0,0,1
12297,0.9999999,63,0,0.465475873,3750,3,0,2,0,0,0
12298,0.749345681,66,0,0.432517758,3800,7,0,2,0,0,0
12299,0.068462792,47,1,0.432761206,6000,8,0,1,0,3,0
12300,0.539798875,31,1,0.58888538,3166,7,0,2,0,1,0
12301,0.059492812,62,0,1567,nan,13,0,2,0,1,0
12302,0.000789459,54,0,5013,0,18,0,5,0,1,0
12303,0.996089604,37,0,0.243160317,7821,6,0,1,0,0,0
12304,0.331754552,58,0,0.360152345,4200,4,0,1,0,0,0
12305,0.037226764,57,0,1328,nan,4,0,1,0,0,0
12306,0.814312241,59,0,0.180638373,2850,3,0,0,0,0,0
12307,0.006888583,45,0,0.425612949,4200,5,0,1,0,1,0
12308,0.005517836,62,1,1647,nan,5,0,1,0,nan,0
12309,0.927395785,28,0,0.111377724,5000,8,0,0,0,0,0
12310,0.9999999,34,1,0.543650794,2519,2,0,1,1,1,0
12311,0.957004777,34,0,0.645544307,8000,11,0,1,0,2,1
12312,0.990351482,24,0,0.048206937,1700,6,0,0,0,0,1
12313,1.025987006,29,1,0.164917541,2000,5,0,0,1,0,0
12314,0.675984493,41,1,0.320259149,5710,7,2,1,2,0,0
12315,0,31,0,0.422636966,4982,6,0,2,0,0,0
12316,0.177136177,60,0,1960,0,6,0,1,0,2,0
12317,0.99320068,40,0,856,0,3,0,0,0,5,0
12318,0.210158626,50,0,1.562718641,2000,17,0,1,0,0,0
12319,0.037563846,53,0,52,nan,5,0,0,0,0,0
12320,0.121089549,70,0,0.569265924,3500,12,0,1,0,0,0
12321,0.525768048,45,0,0.497071847,7000,8,0,1,0,1,0
12322,0.107381973,60,0,0.404027602,7100,7,0,2,0,0,0
12323,0.024498775,71,0,0.150758154,9166,5,0,1,0,0,0
12324,0.013907827,55,0,0.25934179,5833,6,0,1,0,0,0
12325,0.442968912,50,0,0.167196141,8498,11,0,0,0,1,0
12326,0.009792878,87,0,0.310223267,5105,11,0,1,0,0,0
12327,0.012895991,32,1,331,nan,6,0,0,0,0,0
12328,0.400574928,32,0,0.305551112,6250,3,0,1,0,3,0
12329,0.930166778,43,1,0.622534065,4916,7,0,1,0,0,0
12330,0.00319921,43,0,0.37074486,8900,9,0,1,0,2,0
12331,0.202979228,43,0,0.504642194,7000,9,0,2,0,1,0
12332,0.492012543,30,0,0.331167208,4000,7,0,0,0,0,0
12333,0.976525822,29,0,0.475745178,1710,7,0,0,0,2,0
12334,0.296561442,58,0,1.036384096,2665,18,0,2,0,0,0
12335,0.050895701,48,1,0.539373031,6666,20,0,1,0,2,0
12336,0.9999999,60,0,0.168443188,13790,5,0,2,0,2,0
12337,0.019336746,75,0,1405,nan,19,0,1,0,0,0
12338,0.018765654,63,0,0.327066701,3882,9,0,1,0,1,0
12339,0.479158188,59,0,0.547064705,7000,11,0,1,0,0,0
12340,0.081127359,42,0,607,nan,8,0,1,0,0,0
12341,0.039843121,74,0,0.167460738,5666,3,0,0,0,0,0
12342,0.012902427,53,0,2478,nan,20,0,4,0,0,0
12343,0.074187303,54,0,0.073275343,41500,13,0,0,0,1,0
12344,0.9999999,34,0,0,nan,0,4,0,0,0,1
12345,0.303194535,72,0,0.256789188,15833,15,0,3,0,2,0
12346,0.085772967,56,0,0.018238541,8333,4,0,0,0,0,0
12347,0.83650103,65,1,0.479914682,2812,14,0,0,1,2,1
12348,0.174716449,56,0,0.461361236,10416,16,0,4,0,0,0
12349,0,86,0,21,nan,4,0,0,0,0,1
12350,0.077688626,77,0,0.122075585,3333,4,0,0,0,0,0
12351,0.712220249,64,0,0.792158019,3391,7,0,0,0,0,0
12352,0.003796988,30,0,0.26089185,1950,9,0,1,0,0,0
12353,0.02695535,58,1,1002,nan,8,0,3,0,0,0
12354,0.086106028,56,0,0.239054353,14000,5,1,1,0,0,0
12355,0.04292695,74,0,1373,nan,8,0,3,0,0,0
12356,0.015869654,65,0,0.262684329,4000,11,0,0,0,0,0
12357,0.708552719,40,2,0.167320939,13500,13,0,0,1,0,0
12358,0.46614905,38,0,0.543575921,2225,6,0,1,0,2,0
12359,0,65,0,0,2971,2,0,0,0,0,0
12360,0.222982847,30,0,0.358648481,3225,6,0,0,0,0,0
12361,0.112658322,53,0,2650,nan,6,0,3,0,0,0
12362,0,71,0,0.225144214,5893,11,0,1,0,1,0
12363,0.243417632,57,0,0.249435347,7083,7,0,1,0,1,0
12364,0.04808528,58,1,130,nan,7,0,0,0,2,0
12365,0.010653436,64,0,0.050692861,5700,5,0,0,0,1,0
12366,0.406689833,55,0,489,nan,3,0,0,0,0,0
12367,0.525560116,63,0,2476,nan,13,0,2,0,3,0
12368,0.566200722,44,0,0.790549451,4549,7,0,3,0,1,1
12369,0.9999999,25,98,0,640,0,98,0,98,0,1
12370,0.896540231,38,1,0.500154623,9700,3,0,1,0,3,0
12371,0.005705649,66,0,1442,nan,16,0,1,0,0,0
12372,0.156986918,88,0,0.009669073,7342,9,0,0,0,0,0
12373,0.025827957,56,0,1207,nan,6,0,1,0,nan,0
12374,0,58,0,1305,nan,4,0,1,0,0,0
12375,0.81674555,49,0,0.369089626,5667,4,0,2,0,1,0
12376,0.281343731,33,0,0.025927043,3316,4,0,0,2,0,0
12377,0,72,0,0.383076282,4797,7,0,2,0,0,0
12378,0.069496525,62,0,3286,0,5,0,1,0,0,0
12379,0.008499764,41,0,2718,nan,6,0,1,0,2,0
12380,0.001692047,48,0,0.588156124,5943,6,0,1,0,1,0
12381,0.052975423,35,0,480,nan,4,0,0,0,nan,0
12382,0.357539058,53,1,3857,nan,24,0,1,0,0,0
12383,0.793949801,35,0,0.239378099,7460,7,0,1,0,1,0
12384,0.002017508,68,0,0.079992382,10500,10,0,1,0,0,0
12385,0.045689173,46,0,0.017497084,6000,8,0,0,0,3,0
12386,0,42,0,0.192241035,7500,12,0,2,0,1,0
12387,0.9999999,44,1,0.410317936,5000,10,0,2,0,0,0
12388,0.128437015,49,0,0.195637085,10084,6,0,1,0,1,0
12389,0.431964857,61,0,0.31730547,21628,22,0,0,0,2,0
12390,0.957035854,49,2,0.305136795,7163,6,1,1,1,3,1
12391,0.033587234,41,1,0.085364329,8000,14,1,0,1,0,0
12392,0.090810083,66,0,3132,nan,14,0,2,0,0,0
12393,0.022748359,71,0,0.012658228,1500,2,0,0,0,0,0
12394,0.103889611,25,0,0.775312067,720,6,0,0,0,0,0
12395,0.092490751,70,0,0.449005501,4725,10,0,1,0,0,0
12396,0.42919045,55,0,5786,nan,15,0,3,0,4,0
12397,0.189209442,63,0,0.444828213,5500,14,0,1,0,0,0
12398,0.9999999,38,0,0.857469294,3500,10,0,2,0,0,0
12399,0.025471882,64,0,575,nan,9,0,0,0,0,0
12400,0.117567496,72,0,0.640495868,4355,18,0,1,0,1,0
12401,0.2380682,44,0,0.124712542,5652,7,0,0,0,0,0
12402,0.001110957,39,0,0.001999429,3500,4,0,0,1,1,0
12403,2.110670574,48,5,0.158285714,6999,5,0,0,1,3,1
12404,0.039189421,62,0,0.234484657,7266,11,0,2,0,0,0
12405,0.662819499,41,0,1.165135206,3808,12,0,2,0,2,0
12406,0.004588884,61,0,0.311718865,6800,9,0,1,0,1,0
12407,0.014585728,61,0,0.486431227,5379,18,0,2,0,0,0
12408,0.001900373,50,0,0.000279877,3572,10,0,0,0,0,0
12409,0.051416055,72,0,127,nan,6,0,0,0,0,0
12410,0.9999999,27,0,0,2400,0,0,0,0,1,1
12411,0.02235181,60,0,0.046781287,2500,8,0,0,0,0,0
12412,0.204559246,73,0,0.053299492,4333,7,0,0,0,0,0
12413,0.896808255,57,0,0.012212288,50440,5,0,0,0,1,0
12414,0.823627288,23,0,0.169269207,1600,4,0,0,0,0,0
12415,0.010144633,59,0,0.00210482,4750,6,0,0,0,0,0
12416,0.33970458,66,0,0.440942605,13833,9,0,2,0,0,0
12417,0.480681719,45,0,0.44490064,6088,13,0,2,0,1,0
12418,0.500135123,38,1,0.356301321,2800,6,0,0,0,0,0
12419,1.011078087,52,4,4763,nan,8,2,1,1,0,1
12420,0.9999999,42,0,0,nan,1,3,0,0,0,0
12421,0.143534301,45,0,0.260950906,15500,7,0,1,0,1,0
12422,0.054147293,54,0,0.750832517,5104,2,0,1,0,1,0
12423,0.9999999,28,0,0.076032623,3800,1,0,0,0,0,0
12424,0.086688569,63,1,3881,nan,12,0,1,0,0,0
12425,0.019998824,56,0,0.142408227,7000,5,0,1,0,1,0
12426,0.538626025,37,0,0.379023018,9600,9,0,2,0,0,0
12427,0.012382563,54,0,0.536700868,3800,13,0,1,0,1,0
12428,0.069932028,46,0,0.018262586,10129,9,0,0,0,3,0
12429,0.024261048,55,0,3074,nan,9,0,2,0,2,0
12430,0.00231106,74,0,0.312749889,2250,9,0,1,0,0,0
12431,0.17537375,42,0,0.180792768,25000,4,0,1,0,3,0
12432,1.002666222,34,4,2684,nan,9,0,1,0,0,1
12433,0.015801142,68,0,0.302431266,4400,11,0,2,0,0,0
12434,0.280784684,35,0,0.551559427,7117,17,0,1,0,1,0
12435,0.035265883,72,0,0.451516161,3000,9,0,0,0,0,0
12436,0.0151379,74,0,455,nan,10,0,0,0,0,0
12437,0.138416335,66,0,4562,nan,8,0,2,0,0,1
12438,0.071673564,35,0,0.18844888,9418,10,0,1,0,0,0
12439,0.354853489,83,0,1492,nan,9,1,0,0,0,1
12440,0.014394524,75,0,77,nan,12,0,0,0,0,0
12441,0,51,0,14,nan,10,0,0,0,0,0
12442,0.086880895,44,0,0.449055094,10000,12,0,2,0,2,0
12443,0.100569345,56,1,0.251404628,10500,14,0,1,0,0,0
12444,0.931122378,46,0,0.437948152,9064,9,0,2,0,0,0
12445,0.124054375,54,0,0.131838309,7000,9,0,0,0,1,0
12446,0.283830827,40,0,0.183454136,4000,5,0,0,0,0,0
12447,0.009359251,28,0,0.011995202,2500,4,0,0,0,0,0
12448,0.03254293,61,0,0.315801509,4372,9,0,2,0,0,0
12449,0.035703734,50,1,0.283599328,9523,9,0,1,0,0,0
12450,0.760476401,59,1,1079,nan,3,1,1,0,nan,0
12451,0,50,0,0.134572403,8500,4,0,1,0,0,0
12452,0.76744186,24,0,0.063764141,5833,2,0,0,0,0,0
12453,0.011788888,80,0,0.277897768,4166,18,0,0,0,1,0
12454,0.022744541,79,0,29,nan,3,0,0,0,0,0
12455,0.001782877,62,0,0.197465681,10416,5,0,1,0,0,0
12456,0.138913913,42,0,0.391638545,5333,7,0,1,0,2,0
12457,0.572304518,36,0,0.38845234,5853,8,0,2,1,1,0
12458,0,50,0,0.053847863,13500,8,0,0,0,0,0
12459,0.078069481,46,0,0.371661602,6252,7,0,1,0,6,0
12460,0.011158951,37,0,0.004442799,2700,13,0,0,0,0,0
12461,0.909138336,46,0,0.303321175,15626,7,0,2,0,3,0
12462,0.995361995,60,0,0.267421935,10503,7,0,0,0,1,0
12463,0.098498551,91,0,0.609688854,2538,11,0,2,0,0,0
12464,0.066687178,42,0,0.318460192,8000,4,0,1,0,2,0
12465,0.212673005,47,0,0.265789035,6000,17,0,1,0,3,0
12466,0.049462443,55,0,0.075707076,10500,12,0,1,0,0,0
12467,0.464516129,39,1,0.421195127,5170,17,0,1,0,2,0
12468,0.584329472,47,0,0.393503333,9450,12,0,2,0,3,0
12469,0.324954577,47,6,0.389546122,12932,25,0,2,0,2,0
12470,0.9999999,33,0,0.367055772,2312,6,0,1,0,3,0
12471,0.043017722,62,0,0.186446071,22000,10,0,1,0,0,0
12472,0.38349191,47,0,1321,nan,9,0,1,0,1,0
12473,0.042751109,39,0,0.371728253,10391,25,0,3,0,3,0
12474,0.021544561,44,0,0.006853583,3209,4,0,0,0,0,0
12475,0.02579914,57,0,23,nan,3,0,0,0,0,0
12476,0.910075177,58,0,0.618973561,4500,9,0,1,0,0,0
12477,0.02886065,46,0,0.308246073,4583,9,0,1,0,2,0
12478,0.329798591,29,0,3343,nan,9,0,3,0,0,0
12479,0.953484219,59,0,0.343627389,7900,6,0,1,0,1,0
12480,0.202779246,70,0,0.476210504,19020,18,0,2,0,0,0
12481,0.036549373,57,0,0.483254952,7016,15,0,2,0,1,0
12482,0.9999999,31,0,0.014637629,2800,0,1,0,0,0,1
12483,0.186809275,55,0,0.464274133,9250,14,0,2,0,4,0
12484,0.213414003,45,0,0.333333333,6500,10,0,1,0,2,0
12485,0.71679489,37,0,0.35407177,9000,8,0,1,0,1,0
12486,0.168475657,55,0,0.211377579,3585,4,0,1,0,2,0
12487,0.005112092,45,0,0.319116444,18334,13,1,1,1,2,0
12488,1.541528239,50,1,430,nan,2,0,0,0,3,0
12489,0.328645204,50,0,0.209711515,16083,6,0,1,0,2,0
12490,0,67,1,0,nan,2,0,0,0,nan,0
12491,0.73593014,32,0,0.28290732,5750,6,0,0,0,0,0
12492,0.9999999,44,0,0.003792188,2636,0,2,0,0,1,1
12493,0.072006846,64,0,0.203142358,6300,16,0,2,0,0,0
12494,0.003280503,73,0,136,nan,7,0,0,0,0,0
12495,0.161218342,45,0,2492,nan,7,0,2,0,0,0
12496,0,47,5,0.271379838,8500,17,0,1,0,0,0
12497,0.090864761,82,0,0.564496929,21000,22,0,8,0,1,0
12498,0,75,0,3396,nan,11,0,4,0,0,0
12499,0.470355433,53,0,0.419834903,8600,12,0,2,0,0,0
12500,0.352236879,56,1,0.411627,7688,13,0,3,0,1,0
12501,0.061519891,57,1,0.204674708,16000,23,0,1,0,1,0
12502,0.209186065,39,0,0.398435236,3450,3,0,1,0,1,0
12503,0.042417241,42,0,3357,nan,6,0,1,0,0,0
12504,0.174226834,43,0,0.530065269,7200,7,0,2,0,2,0
12505,0.025761608,44,0,0.143352401,5768,5,0,1,0,0,0
12506,0.107928954,46,0,0.662348634,3550,7,0,2,0,2,0
12507,0.290115092,57,1,0.307206431,3482,8,0,0,0,1,0
12508,0,43,0,3688,nan,7,0,1,0,0,0
12509,0.437460549,45,0,0.356742258,4100,9,1,1,0,3,0
12510,0.002232937,43,0,0.010434292,3545,5,0,0,0,0,0
12511,0.175018033,52,1,0.457991156,9497,12,0,2,0,0,0
12512,0.060100466,37,0,0.273372287,9583,12,0,2,0,2,0
12513,0.615424317,54,0,0.620028297,6360,12,0,2,0,3,0
12514,0.143097138,41,0,701,nan,4,0,0,0,2,0
12515,0.037974051,61,0,2642,nan,6,0,2,0,0,0
12516,0.89592098,33,0,0.35703848,4105,11,0,0,0,1,0
12517,0.2885785,65,0,3865,nan,10,0,1,1,0,0
12518,0.026740674,48,0,0.395486538,8950,12,0,3,0,0,0
12519,0.146217076,51,0,0.139408043,13750,9,0,1,0,3,0
12520,0.114093636,59,0,0.153614174,10610,7,0,1,0,1,0
12521,0.007611877,52,0,0.513497301,5000,7,0,2,0,0,0
12522,0.142702551,78,0,0.679404802,2956,6,0,1,0,0,0
12523,0.530889029,33,2,0.348663879,5500,17,1,3,0,1,0
12524,0.979042492,58,4,0.272606383,6767,12,1,1,4,0,0
12525,0.004249788,46,0,3.544850498,300,4,0,1,0,0,0
12526,0.01477998,85,0,0.00319936,5000,8,0,0,0,0,0
12527,0.013469681,68,0,4611,nan,8,0,1,0,nan,0
12528,0.945369753,36,0,461,nan,11,0,0,0,5,0
12529,0.291880967,37,0,0.082702471,7000,4,0,0,0,0,0
12530,0.117152831,48,0,0.32490444,3400,13,0,1,0,2,0
12531,0.142406733,45,0,0.359166427,10412,15,0,2,0,0,0
12532,0.044432102,30,0,1.471910112,1334,5,0,2,0,0,0
12533,0.141720379,53,0,0.240518549,7250,7,0,1,0,2,0
12534,0.536038507,69,0,0.760886341,9070,20,0,2,0,1,0
12535,0.171750921,44,0,2588,nan,12,0,2,0,0,0
12536,0.9999999,53,0,0.094281729,3584,2,0,0,0,0,0
12537,0.976744186,63,1,209,nan,2,0,0,1,nan,1
12538,0.000687479,61,0,3212,nan,6,0,2,0,0,0
12539,0.695906082,72,0,0.569571738,6000,12,0,1,0,0,0
12540,0.9999999,63,0,1726,nan,2,0,1,0,0,0
12541,0.105555778,67,0,0.091455274,5991,6,0,1,0,0,0
12542,0.046693416,55,0,0.176809283,11288,3,0,1,0,1,0
12543,0.00287452,71,0,0.183152521,4700,20,0,1,0,0,0
12544,0.061997362,32,0,0.288971458,5920,12,0,1,0,0,0
12545,0.646116608,73,0,0.537803422,5025,17,0,1,0,1,0
12546,0.343066731,36,0,0.166889673,8220,12,0,0,0,1,0
12547,0.20775169,44,0,0.365490115,9660,6,0,2,0,2,0
12548,0.267105609,61,0,0.347584541,12419,9,0,1,0,1,0
12549,0.531551456,54,0,1989,nan,8,0,2,0,0,0
12550,0.147576029,42,0,0.937301227,2200,10,0,1,0,1,0
12551,0.023921963,46,0,0.01557508,7511,8,0,0,0,0,0
12552,0.852678943,40,1,0.504520796,4423,6,0,1,0,1,0
12553,0.054534664,49,0,0.3436418,12707,12,0,1,0,2,0
12554,0.308732096,58,2,0.102946044,12083,11,0,0,1,1,0
12555,0.334148232,32,0,0.154527278,3500,8,0,0,0,0,0
12556,0.013004508,56,0,0.701716381,6000,7,0,3,0,1,0
12557,0.059216312,79,0,0.009632861,5501,4,0,0,0,1,0
12558,0.424135778,52,0,0.667898283,4600,12,0,1,0,0,0
12559,0.774548761,56,1,2756,nan,7,0,1,0,0,0
12560,0.01939806,39,0,0.234747024,2687,2,0,0,0,3,0
12561,0.415348924,46,1,0.531878756,7653,15,0,2,0,3,0
12562,0.249460014,46,1,0.369964883,4840,10,0,1,0,2,0
12563,0.500350606,70,0,0.64455924,6000,14,0,2,0,0,0
12564,0.144825606,48,0,0.302471347,5583,4,0,1,0,2,0
12565,0.009199387,71,0,491,nan,5,0,1,0,0,0
12566,0.030921676,73,0,0.312856238,6315,10,0,1,0,1,0
12567,0,68,0,0.391643551,5767,4,0,1,0,0,0
12568,0,56,1,0,5916,2,0,0,0,0,0
12569,0.205542065,35,0,1516,nan,2,0,1,0,nan,0
12570,0.160119826,55,0,0.411145181,7500,10,0,2,0,1,0
12571,0.183025254,32,2,1186,nan,9,0,0,2,0,1
12572,0.142719081,61,0,0.333408097,8916,17,0,2,0,0,0
12573,0.599293772,33,0,0.330303375,8800,11,0,2,0,0,0
12574,0.817591204,23,0,0.255670896,2600,4,0,0,0,0,0
12575,0.9999999,25,0,0.07549121,2900,2,0,0,0,0,0
12576,0.326863038,33,0,0.442275649,4200,5,0,2,0,2,0
12577,0.047002588,59,0,0.452591235,6000,23,0,3,0,0,1
12578,0.042997134,37,0,1.134573085,5000,5,0,4,0,3,0
12579,0.81119138,45,4,0.158851537,6930,7,0,0,0,2,0
12580,0.295006203,64,0,0.389002037,5400,9,0,1,0,0,0
12581,0.017407523,68,0,0.170501181,8040,17,0,1,0,0,0
12582,0.04219789,46,0,0.238537352,7000,3,0,1,0,2,0
12583,0,44,0,0,nan,5,0,0,0,0,0
12584,0.142787397,53,0,1.383746197,2300,14,0,2,0,3,0
12585,0.9999999,50,0,0.135244179,11896,3,0,1,0,1,0
12586,0.060721753,44,0,0.063988366,5500,2,0,0,0,0,0
12587,0.9999999,62,1,0,2750,1,0,0,0,0,0
12588,0.077961411,73,1,0.474305139,5000,8,0,1,0,0,0
12589,0.204504614,39,0,0.207267833,5200,9,0,0,0,0,1
12590,0.923726768,59,0,0.506369916,6514,10,0,3,0,1,0
12591,0.404874427,74,0,0.615502922,3250,14,0,1,0,0,0
12592,0.9999999,37,0,0,3900,0,0,0,0,2,0
12593,0.001128996,56,0,1213,nan,7,0,1,0,1,0
12594,0.207222886,74,0,0.686578355,4000,23,0,2,0,1,0
12595,0.582014756,39,0,0.034705557,10833,9,0,0,0,3,0
12596,0.149312526,51,0,0.375068194,3665,14,0,1,0,3,0
12597,0.00321003,49,0,0.001190193,4200,7,0,0,0,2,0
12598,0.450459749,43,0,0.578342166,10000,13,0,2,0,1,1
12599,0.147672993,53,0,0.282060954,13255,13,0,2,0,0,0
12600,0.004961185,59,0,0.131991051,9833,9,0,1,0,1,0
12601,0.161017553,47,0,0.348347794,5416,9,0,2,0,0,0
12602,0.008624641,44,0,0.497200448,6250,13,1,2,0,0,0
12603,0.40616799,49,0,0.188710083,7953,9,0,0,0,1,0
12604,0.043086992,38,0,0.003327787,4206,1,0,0,0,0,0
12605,0.014523118,60,1,0.23838093,12500,8,0,2,0,0,1
12606,0.9999999,43,0,0.018711019,480,1,0,0,0,0,0
12607,0.929023151,51,3,5392,nan,15,0,3,2,1,0
12608,0.05107547,70,0,0.061187762,1666,11,0,0,0,0,0
12609,0.24374344,38,1,0.608195902,2000,9,0,0,0,0,0
12610,0.056779052,80,0,0.18372093,7739,15,0,1,0,0,0
12611,0.9999999,58,0,0.235611933,4256,2,0,2,0,1,0
12612,0.75017223,62,0,0.56006651,7216,16,0,2,0,2,0
12613,0.785718161,84,0,0.745751416,3000,12,0,0,0,0,0
12614,0.475211785,59,0,0.75223294,5597,11,0,2,0,0,0
12615,0.024125537,65,0,0.379046143,11615,10,0,3,0,1,0
12616,0.02783056,44,0,0.267994709,12850,15,0,4,0,2,0
12617,0.231772432,66,0,0.097029229,8347,8,0,0,0,1,0
12618,0.42236835,36,1,0.250724038,2416,3,0,0,0,0,0
12619,0.016858324,68,0,0.032644903,3001,20,0,0,0,1,0
12620,0.146187776,53,0,160,nan,4,0,0,0,0,0
12621,0.017871865,63,0,3050.5,1,9,0,2,0,2,0
12622,0.041260269,50,0,4012,nan,4,0,2,0,0,0
12623,0.112072613,69,0,0.067395907,2833,3,0,1,0,0,0
12624,0.001994617,61,0,0.321371262,6854,11,0,1,0,4,0
12625,0,39,0,2,1,8,0,0,1,0,0
12626,0.152332567,49,0,0.026359143,4248,3,0,0,0,0,0
12627,0.343500192,35,0,0.182279649,4333,7,0,1,0,0,0
12628,0.840230145,42,0,1420,0,7,0,0,0,4,0
12629,0.060982209,61,0,163,0,10,0,0,0,0,0
12630,0,45,0,0.15339233,20000,12,0,2,0,4,0
12631,0.050967445,55,0,0.153132063,12387,15,0,3,0,3,0
12632,0.832016798,32,1,0.692866879,2200,5,1,1,0,2,0
12633,0.031376927,49,0,0.352416867,11667,11,0,3,0,2,0
12634,0.110444478,59,0,0.216811702,5400,4,0,1,0,1,0
12635,0.013303334,59,0,0.1896013,8000,11,0,1,0,0,0
12636,0.457962413,25,0,246,nan,4,0,0,0,0,0
12637,0.136526802,70,0,0.10696952,5150,7,1,0,0,0,0
12638,0.003980948,76,0,0.001147842,4355,11,0,0,0,1,0
12639,0.404259411,47,0,0.450497254,6736,6,0,2,0,2,0
12640,0.053542215,49,1,0.443259457,6000,21,0,1,0,1,0
12641,0.983594772,61,0,0.87577773,4660,13,0,2,0,0,0
12642,0.048063866,72,0,0.19135365,4232,11,0,1,0,1,0
12643,0.036221216,70,0,0.018990505,2000,5,0,0,0,0,0
12644,0.016204713,47,1,0.435075218,2525,8,0,1,0,0,0
12645,0.004540953,73,0,5,nan,3,0,0,0,0,0
12646,0.068735704,66,0,0.232167963,10668,16,0,0,0,1,1
